participant_id,trial_id,group,complexity,true_condition,ai_diagnosis,user_decision,ai_correct,user_correct,confidence,uncertainty,misunderstanding_detected,misunderstanding_type,intervention_type,helpfulness,understanding_improved,mental_model_accuracy,decision_time,confusion_level
treatment_intermediate_1,26,treatment,medium,Asthma,Pneumonia,Pneumonia,False,False,0.607001225742018,high,False,,none,0.0,False,0.6799965143820993,42.22038162799182,2.5482712014544644
treatment_intermediate_1,15,treatment,simple,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.6119287778980508,high,False,,none,0.0,False,0.6799965143820993,23.337666520974704,3.1697730942183755
treatment_intermediate_1,3,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.5598521591689241,high,False,,none,0.0,False,0.6799965143820993,25.420518085873802,3.5056538080406163
treatment_intermediate_1,64,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.7452421647105871,medium,False,,none,0.0,False,0.6799965143820993,49.32554953884632,1.4181147876325793
treatment_intermediate_1,34,treatment,medium,Pneumonia,Asthma,Heart Failure,False,False,0.6067673101337869,high,False,,none,0.0,False,0.6799965143820993,47.2618331812954,1.7358625405239683
treatment_intermediate_1,53,treatment,complex,Asthma,Asthma,Asthma,True,True,0.6825694212691177,medium,False,,none,0.0,False,0.6799965143820993,39.976187111380646,2.207667547414325
treatment_intermediate_1,38,treatment,complex,Diabetes Type 2,Chronic Kidney Disease,Diabetes Type 2,False,True,0.6266812625656258,high,True,prolonged_hesitation,visualizations,8.169879865751902,True,0.6799965143820993,59.112557491124015,2.899193470953622
treatment_intermediate_1,19,treatment,medium,Rheumatoid Arthritis,Rheumatoid Arthritis,Rheumatoid Arthritis,True,True,0.6325865045439657,high,False,,none,0.0,False,0.6799965143820993,39.41389203792612,3.826723735721996
treatment_intermediate_1,46,treatment,complex,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,True,True,0.5783703929006203,high,False,,none,0.0,False,0.6799965143820993,48.106019903169184,2.4884682072793733
treatment_intermediate_1,54,treatment,complex,Heart Failure,Chronic Kidney Disease,Chronic Kidney Disease,False,False,0.5,high,True,prolonged_hesitation,contrastive_explanation,7.934329978050571,True,0.6799965143820993,59.3878067125509,3.3221058856012964
treatment_intermediate_1,23,treatment,medium,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.641869716347133,high,False,,none,0.0,False,0.6799965143820993,49.842362625857675,2.0694078559832656
treatment_intermediate_1,8,treatment,simple,Heart Failure,Chronic Kidney Disease,Chronic Kidney Disease,False,False,0.5,high,False,,none,0.0,False,0.6799965143820993,33.041751773866984,2.599240848141618
treatment_intermediate_1,33,treatment,medium,Asthma,Asthma,Asthma,True,True,0.6820309449502902,medium,False,,none,0.0,False,0.6799965143820993,42.30672573444923,3.142911218889456
treatment_intermediate_1,14,treatment,simple,Asthma,Asthma,Asthma,True,True,0.8460787592978138,low,False,,none,0.0,False,0.6799965143820993,23.08012137065474,2.742714322353576
treatment_intermediate_1,57,treatment,complex,Multiple Sclerosis,Parkinson's Disease,Parkinson's Disease,False,False,0.6269424951795987,high,False,,none,0.0,False,0.6799965143820993,50.47028576746081,2.9774464252364172
treatment_intermediate_1,27,treatment,medium,Pneumonia,Pneumonia,Pneumonia,True,True,0.7568710387241508,medium,False,,none,0.0,False,0.6799965143820993,39.06847341985718,2.678862725610358
treatment_intermediate_1,56,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.6586611382656069,medium,False,,none,0.0,False,0.6799965143820993,48.762034608162345,2.0675491889528432
treatment_intermediate_1,39,treatment,complex,Heart Failure,Pneumonia,Pneumonia,False,False,0.7238946608967551,medium,True,prolonged_hesitation,micro_learning,8.569073044284796,True,0.6799965143820993,53.69849277769791,2.946118396546594
treatment_intermediate_1,32,treatment,medium,Heart Failure,Heart Failure,Heart Failure,True,True,0.7895772930536427,medium,False,,none,0.0,False,0.6799965143820993,41.6644519032487,2.390829474043506
treatment_intermediate_1,28,treatment,medium,Multiple Sclerosis,Multiple Sclerosis,Multiple Sclerosis,True,True,0.5719077360220413,high,False,,none,0.0,False,0.6799965143820993,33.303323721328994,3.069760820714704
treatment_intermediate_1,43,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.59514847604674,high,True,prolonged_hesitation,analogies,7.94125508991416,True,0.6799965143820993,61.7765882278122,3.8724239450602997
treatment_intermediate_1,29,treatment,medium,Heart Failure,Heart Failure,Heart Failure,True,True,0.8034094952928704,low,False,,none,0.0,False,0.6799965143820993,28.789796114744387,1.6498084200762266
treatment_intermediate_1,18,treatment,medium,Chronic Obstructive Pulmonary Disease,Asthma,Chronic Obstructive Pulmonary Disease,False,True,0.6817036010816948,medium,False,,none,0.0,False,0.6799965143820993,31.74582803580475,2.022685728960722
treatment_intermediate_1,6,treatment,simple,Heart Failure,Heart Failure,Chronic Kidney Disease,True,False,0.587394795029279,high,False,,none,0.0,False,0.6799965143820993,32.14822174437073,2.710968543888405
treatment_intermediate_1,44,treatment,complex,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.6265853610084994,high,True,prolonged_hesitation,simplified_explanation,2.956005512938524,False,0.6799965143820993,56.52496674981563,2.368021824196507
treatment_intermediate_1,4,treatment,simple,Parkinson's Disease,Multiple Sclerosis,Parkinson's Disease,False,True,0.6451297930857135,high,False,,none,0.0,False,0.6799965143820993,24.123157746005273,2.49753817358521
treatment_intermediate_1,40,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.7585210631858096,medium,False,,none,0.0,False,0.6799965143820993,44.14558000765995,2.3176704602740115
treatment_intermediate_1,49,treatment,complex,Diabetes Type 2,Chronic Kidney Disease,Chronic Kidney Disease,False,False,0.6725900012465214,medium,False,,none,0.0,False,0.6799965143820993,46.753016463388114,2.1234987151840414
treatment_intermediate_1,11,treatment,simple,Parkinson's Disease,Parkinson's Disease,Multiple Sclerosis,True,False,0.5585434543712486,high,False,,none,0.0,False,0.6799965143820993,22.306858704253422,1.6464681187473467
treatment_intermediate_1,20,treatment,medium,Diabetes Type 2,Chronic Kidney Disease,Diabetes Type 2,False,True,0.7406191203199834,medium,False,,none,0.0,False,0.6799965143820993,31.92566004414313,2.2814653408730234
treatment_intermediate_1,7,treatment,simple,Heart Failure,Heart Failure,Heart Failure,True,True,0.6596748179724187,medium,False,,none,0.0,False,0.6799965143820993,20.969733557153283,3.299904378771251
treatment_intermediate_2,62,treatment,complex,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.7345043661562238,medium,True,prolonged_hesitation,analogies,8.830974457476096,True,0.4922482120948978,78.25626257781438,3.496461152402491
treatment_intermediate_2,17,treatment,medium,Asthma,Asthma,Asthma,True,True,0.7899314158820285,medium,False,,none,0.0,False,0.4922482120948978,56.486063756438426,2.538992156777092
treatment_intermediate_2,12,treatment,simple,Parkinson's Disease,Parkinson's Disease,Multiple Sclerosis,True,False,0.8108577523015204,low,True,repeated_queries,micro_learning,8.022887506450981,True,0.5055807713947964,35.53201235387245,3.8394319739785416
treatment_intermediate_2,37,treatment,complex,Heart Failure,Chronic Kidney Disease,Chronic Kidney Disease,False,False,0.6426878080340042,high,True,prolonged_hesitation,contrastive_explanation,7.998544793657247,True,0.5241822079305108,88.87776979212205,4.050720913924521
treatment_intermediate_2,21,treatment,medium,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.7541723099839472,medium,False,,none,0.0,False,0.5241822079305108,57.540965347436234,2.473939078998091
treatment_intermediate_2,45,treatment,complex,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.8491524544303195,low,False,,none,0.0,False,0.5241822079305108,72.9681434307875,2.9313457198580792
treatment_intermediate_2,41,treatment,complex,Heart Failure,Chronic Kidney Disease,Pneumonia,False,False,0.5,high,False,,none,0.0,False,0.5241822079305108,67.48754802038921,3.671974884514565
treatment_intermediate_2,50,treatment,complex,Diabetes Type 2,Diabetes Type 2,Chronic Kidney Disease,True,False,0.5700444409084816,high,True,prolonged_hesitation,analogies,7.996616471184,True,0.5502932840139444,78.88363472902715,3.3466490874177293
treatment_intermediate_2,22,treatment,medium,Asthma,Asthma,Asthma,True,True,0.771896495489619,medium,False,,none,0.0,False,0.5502932840139444,47.264334043330344,2.769177738901332
treatment_intermediate_2,30,treatment,medium,Chronic Kidney Disease,Chronic Kidney Disease,Diabetes Type 2,True,False,0.7481264302989958,medium,False,,none,0.0,False,0.5502932840139444,59.37240713668579,3.6609364577406476
treatment_intermediate_2,2,treatment,simple,Pneumonia,Pneumonia,Chronic Obstructive Pulmonary Disease,True,False,0.6005368028795175,high,False,,none,0.0,False,0.5502932840139444,38.13579384544175,4.303175061538836
treatment_intermediate_2,42,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.8095501730664347,low,False,,none,0.0,False,0.5502932840139444,58.604312412784914,2.97025493438578
treatment_intermediate_2,24,treatment,medium,Osteoporosis,Osteoporosis,Rheumatoid Arthritis,True,False,0.7917974467997597,medium,False,,none,0.0,False,0.5502932840139444,53.44683201334743,3.4693105984621915
treatment_intermediate_2,36,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.5852420090885376,high,True,prolonged_hesitation,visualizations,8.938424939865683,True,0.5763259743276188,76.07883689451366,4.124222719839334
treatment_intermediate_2,35,treatment,medium,Parkinson's Disease,Parkinson's Disease,Multiple Sclerosis,True,False,0.5576921713710714,high,False,,none,0.0,False,0.5763259743276188,54.32710862942999,3.5001043536216456
treatment_intermediate_2,55,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Diabetes Type 2,True,False,0.7597313284672252,medium,True,prolonged_hesitation,analogies,9.152265077222879,True,0.5959138413139764,74.12224345020037,3.2008957924382955
treatment_intermediate_2,13,treatment,simple,Asthma,Asthma,Asthma,True,True,0.5803894502986326,high,False,,none,0.0,False,0.5959138413139764,42.8949001491085,2.6210820301343145
treatment_intermediate_2,59,treatment,complex,Osteoporosis,Rheumatoid Arthritis,Rheumatoid Arthritis,False,False,0.5,high,True,prolonged_hesitation,analogies,7.926759104403345,True,0.5959138413139764,73.3400814636014,2.2556948255662244
treatment_intermediate_2,58,treatment,complex,Heart Failure,Chronic Kidney Disease,Chronic Kidney Disease,False,False,0.7056626430080161,medium,False,,none,0.0,False,0.5959138413139764,51.180881534315176,1.9303321519329533
treatment_intermediate_2,61,treatment,complex,Rheumatoid Arthritis,Rheumatoid Arthritis,Rheumatoid Arthritis,True,True,0.8412235820640882,low,False,,none,0.0,False,0.5959138413139764,66.3244900705292,0.9249139713743073
treatment_intermediate_2,16,treatment,medium,Asthma,Asthma,Pneumonia,True,False,0.6177497955568638,high,False,,none,0.0,False,0.5959138413139764,56.254693898726835,3.8809341149578533
treatment_intermediate_2,47,treatment,complex,Rheumatoid Arthritis,Rheumatoid Arthritis,Rheumatoid Arthritis,True,True,0.8165812423132568,low,False,,none,0.0,False,0.5959138413139764,53.2026584087975,1.823310992303962
treatment_intermediate_2,52,treatment,complex,Asthma,Asthma,Asthma,True,True,0.5731121345417747,high,False,,none,0.0,False,0.5959138413139764,60.27173752284773,3.7409937313734796
treatment_intermediate_2,63,treatment,complex,Osteoporosis,Rheumatoid Arthritis,Rheumatoid Arthritis,False,False,0.6660318740047726,medium,False,,none,0.0,False,0.5959138413139764,66.28871315946343,1.5419801441533096
treatment_intermediate_2,31,treatment,medium,Rheumatoid Arthritis,Rheumatoid Arthritis,Rheumatoid Arthritis,True,True,0.8359492033625884,low,False,,none,0.0,False,0.5959138413139764,45.078388208669274,0.9539983251726385
treatment_intermediate_2,9,treatment,simple,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.7683281504234156,medium,False,,none,0.0,False,0.5959138413139764,35.18005856413872,2.7830066275781498
treatment_intermediate_2,51,treatment,complex,Diabetes Type 2,Chronic Kidney Disease,Chronic Kidney Disease,False,False,0.6798900750419778,medium,True,prolonged_hesitation,visualizations,8.82557887190928,True,0.5959138413139764,73.15082499460947,2.737106843826722
treatment_intermediate_2,5,treatment,simple,Parkinson's Disease,Multiple Sclerosis,Multiple Sclerosis,False,False,0.7007218238291996,medium,False,,none,0.0,False,0.5959138413139764,29.08493238446951,1.2921046995275909
treatment_intermediate_2,25,treatment,medium,Asthma,Asthma,Asthma,True,True,0.664387212760184,medium,False,,none,0.0,False,0.5959138413139764,42.448233992730664,1.4997942717028132
treatment_intermediate_2,65,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.7441675818704232,medium,False,,none,0.0,False,0.5959138413139764,59.63558357786369,2.494315748490346
treatment_intermediate_2,10,treatment,simple,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,True,True,0.6480578989939842,high,False,,none,0.0,False,0.5959138413139764,36.86835580375416,3.6710008013800284
treatment_intermediate_2,48,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.8174310299173688,low,False,,none,0.0,False,0.5959138413139764,45.65547693396943,1.0727169382401498
treatment_intermediate_2,1,treatment,simple,Heart Failure,Heart Failure,Chronic Kidney Disease,True,False,0.6434996044673752,high,False,,none,0.0,False,0.5959138413139764,42.65260460477076,3.5695124508713354
treatment_intermediate_2,60,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.6238666512795392,high,False,,none,0.0,False,0.5959138413139764,54.57665295058335,3.604635856140281
treatment_intermediate_2,26,treatment,medium,Asthma,Asthma,Asthma,True,True,0.7059531407601091,medium,False,,none,0.0,False,0.5959138413139764,49.11165317999777,1.811377198331167
treatment_intermediate_2,15,treatment,simple,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.7379017824522834,medium,False,,none,0.0,False,0.5959138413139764,32.670252266906964,2.857209020825584
treatment_intermediate_2,3,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.5624897625775909,high,False,,none,0.0,False,0.5959138413139764,31.89670554727117,2.6342050477084147
treatment_intermediate_2,64,treatment,complex,Diabetes Type 2,Chronic Kidney Disease,Diabetes Type 2,False,True,0.6715620260872874,medium,True,prolonged_hesitation,micro_learning,8.480384838784243,True,0.5959138413139764,71.30505793167782,2.7670527547641104
treatment_intermediate_2,34,treatment,medium,Pneumonia,Asthma,Asthma,False,False,0.7213187394448832,medium,False,,none,0.0,False,0.5959138413139764,45.1508035607934,1.864367188308965
treatment_intermediate_2,53,treatment,complex,Asthma,Asthma,Asthma,True,True,0.7296254908580477,medium,True,prolonged_hesitation,interactive_qa,7.8990648432691835,True,0.5959138413139764,70.95109023878183,2.0088599405585024
treatment_intermediate_2,38,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.8027902735048736,low,False,,none,0.0,False,0.5959138413139764,42.061170660748594,2.3632624399316664
treatment_intermediate_2,19,treatment,medium,Rheumatoid Arthritis,Rheumatoid Arthritis,Osteoporosis,True,False,0.5843141126229131,high,False,,none,0.0,False,0.5959138413139764,44.8386165031368,2.221281600468738
treatment_intermediate_2,46,treatment,complex,Chronic Obstructive Pulmonary Disease,Pneumonia,Pneumonia,False,False,0.6968632442182294,medium,True,prolonged_hesitation,simplified_explanation,7.693616791117259,True,0.5959138413139764,74.04256057483751,2.453760326988138
treatment_intermediate_2,54,treatment,complex,Heart Failure,Heart Failure,Pneumonia,True,False,0.7345962480550301,medium,True,prolonged_hesitation,contrastive_explanation,7.64413517010531,True,0.5959138413139764,63.56551973838069,2.7506419805494575
treatment_intermediate_2,23,treatment,medium,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.8340463868345445,low,False,,none,0.0,False,0.5959138413139764,38.23997445351276,2.6174702559738448
treatment_intermediate_2,8,treatment,simple,Heart Failure,Heart Failure,Heart Failure,True,True,0.7141370072160136,medium,False,,none,0.0,False,0.5959138413139764,27.710194211089693,1.319549267546234
treatment_intermediate_2,33,treatment,medium,Asthma,Asthma,Asthma,True,True,0.5510262859524302,high,False,,none,0.0,False,0.5959138413139764,47.43161503554565,1.6395255842463532
treatment_intermediate_2,14,treatment,simple,Asthma,Asthma,Asthma,True,True,0.6347405352121814,high,False,,none,0.0,False,0.5959138413139764,40.511819075717185,2.175108420717236
treatment_intermediate_2,57,treatment,complex,Multiple Sclerosis,Multiple Sclerosis,Multiple Sclerosis,True,True,0.7411279642529305,medium,False,,none,0.0,False,0.5959138413139764,43.99261818392439,2.784537978939645
treatment_intermediate_2,27,treatment,medium,Pneumonia,Pneumonia,Pneumonia,True,True,0.7124495577477298,medium,False,,none,0.0,False,0.5959138413139764,40.75642741693621,2.665915328433985
treatment_intermediate_2,56,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.6478032954008283,high,False,,none,0.0,False,0.5959138413139764,55.23372814603843,3.511325922122217
treatment_intermediate_2,39,treatment,complex,Heart Failure,Chronic Kidney Disease,Chronic Kidney Disease,False,False,0.562444991567731,high,True,prolonged_hesitation,contrastive_explanation,7.156719346788909,True,0.5959138413139764,63.348539291857534,2.6243979248100042
treatment_intermediate_2,32,treatment,medium,Heart Failure,Chronic Kidney Disease,Heart Failure,False,True,0.5040945700031503,high,False,,none,0.0,False,0.5959138413139764,50.355427519577724,2.935515944055809
treatment_intermediate_2,28,treatment,medium,Multiple Sclerosis,Multiple Sclerosis,Multiple Sclerosis,True,True,0.6237095442444758,high,False,,none,0.0,False,0.5959138413139764,40.06183800980797,2.1219919208360887
treatment_intermediate_2,43,treatment,complex,Chronic Kidney Disease,Heart Failure,Diabetes Type 2,False,False,0.5494525906129202,high,True,prolonged_hesitation,contrastive_explanation,7.10149948896718,True,0.5959138413139764,67.67664259309963,2.341022697421683
treatment_intermediate_2,29,treatment,medium,Heart Failure,Heart Failure,Heart Failure,True,True,0.8141683991670986,low,False,,none,0.0,False,0.5959138413139764,39.36439005169306,1.3830431175551368
treatment_intermediate_2,18,treatment,medium,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,True,True,0.5939938871022719,high,False,,none,0.0,False,0.5959138413139764,37.74835250469665,3.1625482009436263
treatment_intermediate_2,6,treatment,simple,Heart Failure,Heart Failure,Heart Failure,True,True,0.8410890120828904,low,False,,none,0.0,False,0.5959138413139764,25.199636264504246,1.859628997137414
treatment_intermediate_2,44,treatment,complex,Osteoporosis,Rheumatoid Arthritis,Rheumatoid Arthritis,False,False,0.5377048389123562,high,True,prolonged_hesitation,micro_learning,8.01610735607367,True,0.5959138413139764,75.25039611979072,2.943554120716385
treatment_intermediate_2,4,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.5570333029842578,high,True,repeated_queries,analogies,2.872508965671313,False,0.5974138413139765,28.733264914216726,3.7155783596612926
treatment_intermediate_2,40,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.6642013345650786,medium,False,,none,0.0,False,0.5974138413139765,51.263165542124206,3.1320276352914225
treatment_intermediate_2,49,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.6538717285970981,medium,False,,none,0.0,False,0.5974138413139765,54.24273507620555,2.8266525684517676
treatment_intermediate_2,11,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.5569022375585624,high,False,,none,0.0,False,0.5974138413139765,25.314058834056397,1.7845686450859255
treatment_intermediate_2,20,treatment,medium,Diabetes Type 2,Chronic Kidney Disease,Diabetes Type 2,False,True,0.5,high,False,,none,0.0,False,0.5974138413139765,37.63742753690343,2.1511218021956378
treatment_intermediate_2,7,treatment,simple,Heart Failure,Heart Failure,Heart Failure,True,True,0.8354175763389153,low,False,,none,0.0,False,0.5974138413139765,23.907199658011628,1.1639258748694785
treatment_intermediate_3,62,treatment,complex,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.7694694228682503,medium,True,prolonged_hesitation,contrastive_explanation,7.991980412808921,False,0.5170845719603828,54.53694574629581,2.9929398565222134
treatment_intermediate_3,17,treatment,medium,Asthma,Asthma,Asthma,True,True,0.8008121213144992,low,False,,none,0.0,False,0.5170845719603828,26.844754327608207,1.6535667123490503
treatment_intermediate_3,12,treatment,simple,Parkinson's Disease,Parkinson's Disease,Multiple Sclerosis,True,False,0.5983792500152886,high,False,,none,0.0,False,0.5170845719603828,20.460499283718075,4.173514942364253
treatment_intermediate_3,37,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.5697636438217784,high,True,prolonged_hesitation,simplified_explanation,7.879974651795925,False,0.5257122195274194,48.29472532217637,4.348969379818807
treatment_intermediate_3,21,treatment,medium,Diabetes Type 2,Chronic Kidney Disease,Diabetes Type 2,False,True,0.5890871574029677,high,True,prolonged_hesitation,analogies,9.06750723303774,True,0.5398343709877642,44.57037640529315,4.699107176828303
treatment_intermediate_3,45,treatment,complex,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.6051728856943408,high,False,,none,0.0,False,0.5398343709877642,42.8825430116315,3.005991997586273
treatment_intermediate_3,41,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.6997410672147338,medium,False,,none,0.0,False,0.5398343709877642,34.90913018639076,3.8917417065720077
treatment_intermediate_3,50,treatment,complex,Diabetes Type 2,Chronic Kidney Disease,Chronic Kidney Disease,False,False,0.5749036241110568,high,False,,none,0.0,False,0.5398343709877642,37.680245314449174,2.606534194374384
treatment_intermediate_3,22,treatment,medium,Asthma,Asthma,Asthma,True,True,0.8092292609694604,low,False,,none,0.0,False,0.5398343709877642,26.52912783028735,1.9170969692699718
treatment_intermediate_3,30,treatment,medium,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.7164987243877887,medium,False,,none,0.0,False,0.5398343709877642,38.54866004683469,2.5326804837249144
treatment_intermediate_3,2,treatment,simple,Pneumonia,Pneumonia,Pneumonia,True,True,0.6909257625577383,medium,True,repeated_queries,interactive_qa,7.571700030837499,False,0.5471690056381567,22.03759622334096,3.5073580954299066
treatment_intermediate_3,42,treatment,complex,Heart Failure,Heart Failure,Chronic Kidney Disease,True,False,0.6169999956333707,high,True,prolonged_hesitation,contrastive_explanation,7.798848498643407,False,0.5550276356502309,51.89374696061316,3.551012038054911
treatment_intermediate_3,24,treatment,medium,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.6628026725865706,medium,False,,none,0.0,False,0.5550276356502309,33.25776605856042,2.8960585738244142
treatment_intermediate_3,36,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.6646058370663174,medium,False,,none,0.0,False,0.5550276356502309,33.60349053928817,2.93655142858921
treatment_intermediate_3,35,treatment,medium,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.5550868655530696,high,False,,none,0.0,False,0.5550276356502309,26.548715461211973,3.1350915872308898
treatment_intermediate_3,55,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.6472042483812948,high,True,prolonged_hesitation,contrastive_explanation,2.014474147882135,False,0.557027635650231,53.901703252140095,2.973426884618166
treatment_intermediate_3,13,treatment,simple,Asthma,Asthma,Asthma,True,True,0.5708729583601408,high,False,,none,0.0,False,0.557027635650231,20.610856455834387,2.767175680038134
treatment_intermediate_3,59,treatment,complex,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.5669542535649803,high,False,,none,0.0,False,0.557027635650231,36.51976485273813,4.1363177550008015
treatment_intermediate_3,58,treatment,complex,Heart Failure,Heart Failure,Heart Failure,True,True,0.7402991794130124,medium,False,,none,0.0,False,0.557027635650231,37.23822559270184,1.980599377367208
treatment_intermediate_3,61,treatment,complex,Rheumatoid Arthritis,Rheumatoid Arthritis,Rheumatoid Arthritis,True,True,0.6974395141165384,medium,False,,none,0.0,False,0.557027635650231,32.99656086759432,1.8314492508068851
treatment_intermediate_3,16,treatment,medium,Asthma,Asthma,Asthma,True,True,0.662290174165844,medium,False,,none,0.0,False,0.557027635650231,31.40964296483541,2.7435312134024437
treatment_intermediate_3,47,treatment,complex,Rheumatoid Arthritis,Osteoporosis,Osteoporosis,False,False,0.5054496112004522,high,True,prolonged_hesitation,interactive_qa,8.15134116020629,False,0.5658540228057505,42.807244572928106,3.7277152331250827
treatment_intermediate_3,52,treatment,complex,Asthma,Pneumonia,Chronic Obstructive Pulmonary Disease,False,False,0.5150418173769847,high,False,,none,0.0,False,0.5658540228057505,39.790249298040756,2.885731656787116
treatment_intermediate_3,63,treatment,complex,Osteoporosis,Osteoporosis,Rheumatoid Arthritis,True,False,0.6356027427204023,high,True,prolonged_hesitation,visualizations,8.101432097733625,True,0.5761473155740936,51.37944633731716,4.555793739419922
treatment_intermediate_3,31,treatment,medium,Rheumatoid Arthritis,Osteoporosis,Rheumatoid Arthritis,False,True,0.5,high,False,,none,0.0,False,0.5761473155740936,31.116989575873752,4.0488434684878625
treatment_intermediate_3,9,treatment,simple,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.8296129527907925,low,False,,none,0.0,False,0.5761473155740936,14.046869605014495,2.2212192917495157
treatment_intermediate_3,51,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.6692616805687976,medium,False,,none,0.0,False,0.5761473155740936,29.352352731703,3.403263842900266
treatment_intermediate_3,5,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.6108095894797317,high,False,,none,0.0,False,0.5761473155740936,22.348422170174807,3.8151782315847345
treatment_intermediate_3,25,treatment,medium,Asthma,Asthma,Asthma,True,True,0.5765247999088072,high,False,,none,0.0,False,0.5761473155740936,29.229419173303654,3.435189347960871
treatment_intermediate_3,65,treatment,complex,Chronic Kidney Disease,Heart Failure,Heart Failure,False,False,0.6942682445183201,medium,True,prolonged_hesitation,interactive_qa,1.4928284560831093,False,0.5781473155740936,39.702921385821654,3.5852137902263075
treatment_intermediate_3,10,treatment,simple,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,Chronic Obstructive Pulmonary Disease,True,True,0.8254896049046029,low,False,,none,0.0,False,0.5781473155740936,21.767038438365486,2.95602481296944
treatment_intermediate_3,48,treatment,complex,Heart Failure,Pneumonia,Pneumonia,False,False,0.7471511799873045,medium,False,,none,0.0,False,0.5781473155740936,32.8359063515245,2.777192413821882
treatment_intermediate_3,1,treatment,simple,Heart Failure,Heart Failure,Heart Failure,True,True,0.7863172732328617,medium,False,,none,0.0,False,0.5781473155740936,18.313859440380877,2.462213061253257
treatment_intermediate_3,60,treatment,complex,Chronic Kidney Disease,Chronic Kidney Disease,Chronic Kidney Disease,True,True,0.686096226771998,medium,False,,none,0.0,False,0.5781473155740936,31.78184452520126,2.124329033083341
treatment_intermediate_3,26,treatment,medium,Asthma,Asthma,Asthma,True,True,0.6408572818902849,high,True,repeated_queries,micro_learning,8.117073034944077,False,0.5846259720562887,26.72808179594315,3.6966439003494873
treatment_intermediate_3,15,treatment,simple,Osteoporosis,Osteoporosis,Osteoporosis,True,True,0.6125345214540957,high,False,,none,0.0,False,0.5846259720562887,19.746508536531408,2.223734880587763
treatment_intermediate_3,3,treatment,simple,Parkinson's Disease,Parkinson's Disease,Parkinson's Disease,True,True,0.7809362182721648,medium,False,,none,0.0,False,0.5846259720562887,22.43219371423105,3.127837037756891
treatment_intermediate_3,64,treatment,complex,Diabetes Type 2,Diabetes Type 2,Diabetes Type 2,True,True,0.7646825469239774,medium,False,,none,0.0,False,0.5846259720562887,34.484438795781244,3.4382118924782765
